0,1,2,3,4,5,6,7
50,44,34,0,0,228,16.666666666666668,4.68
55,48,42,0,0,222,18.333333333333332,4.163636363636364
73,66,48,0,0,295,24.333333333333332,4.136986301369863
98,92,61,0,0,407,24.5,4.255102040816326
115,96,62,0,0,471,11.5,4.260869565217392
143,123,69,0,0,598,15.88888888888889,4.34965034965035
64,58,43,0,0,269,21.333333333333332,4.296875
81,68,48,0,0,256,16.2,3.3333333333333335
67,58,31,0,0,311,11.166666666666666,4.865671641791045
93,84,58,0,0,456,18.6,5.032258064516129
125,122,88,0,0,651,41.666666666666664,5.24
56,47,21,0,0,237,14.0,4.392857142857143
86,75,38,0,0,311,21.5,3.744186046511628
37,37,35,0,0,214,37.0,5.783783783783784
234,206,141,0,0,1008,16.714285714285715,4.427350427350428
51,47,37,0,0,238,12.75,4.784313725490196
118,99,63,0,0,511,14.75,4.533898305084746
189,166,106,0,0,708,13.5,3.9100529100529102
245,215,128,0,0,1078,14.411764705882353,4.530612244897959
48,42,37,0,0,214,24.0,4.583333333333333
230,208,117,0,0,1054,16.428571428571427,4.71304347826087
81,71,52,0,0,310,10.125,3.950617283950617
66,65,50,0,0,330,33.0,5.015151515151516
116,102,60,0,0,475,23.2,4.2155172413793105
142,127,88,0,0,703,28.4,5.091549295774648
81,69,57,0,0,379,13.5,4.827160493827161
88,76,54,0,0,346,11.0,4.079545454545454
259,229,124,0,0,1001,11.26086956521739,4.0
80,69,60,0,0,355,10.0,4.575
111,102,71,0,0,519,15.857142857142858,4.8108108108108105
34,30,28,0,0,152,11.333333333333334,4.617647058823529
176,162,110,0,0,822,22.0,4.767045454545454
65,56,46,0,0,280,10.833333333333334,4.446153846153846
260,229,121,0,0,989,11.304347826086957,3.9423076923076925
205,183,97,0,0,947,15.76923076923077,4.746341463414634
59,53,44,0,0,222,14.75,3.864406779661017
46,38,31,0,0,169,9.2,3.847826086956522
77,70,56,0,0,308,11.0,4.090909090909091
161,148,92,0,0,813,26.833333333333332,5.142857142857143
122,113,81,0,0,555,24.4,4.631147540983607
73,72,61,0,0,364,73.0,5.0
53,50,46,0,0,232,53.0,4.433962264150943
51,47,41,0,0,248,51.0,4.9411764705882355
91,79,57,0,0,371,11.375,4.21978021978022
60,53,45,0,0,257,10.0,4.4
48,40,37,0,0,193,12.0,4.208333333333333
99,86,62,0,0,407,16.5,4.313131313131313
170,139,86,0,0,687,13.076923076923077,4.229411764705882
125,120,78,0,0,584,125.0,4.728
53,50,39,0,0,270,17.666666666666668,5.226415094339623
43,39,31,0,0,232,14.333333333333334,5.511627906976744
508,438,247,0,0,2214,14.941176470588236,4.501968503937008
151,139,77,0,0,731,30.2,4.927152317880795
65,60,51,0,0,287,16.25,4.507692307692308
118,97,71,0,0,446,11.8,3.957627118644068
68,63,51,0,0,280,17.0,4.205882352941177
239,210,123,0,0,1057,14.9375,4.556485355648536
117,103,74,0,0,539,16.714285714285715,4.726495726495727
372,317,185,0,0,1447,31.0,4.048387096774194
170,154,109,0,0,849,28.333333333333332,5.094117647058823
169,152,101,0,0,859,33.8,5.183431952662722
119,107,80,0,0,591,29.75,5.067226890756302
70,61,47,0,0,278,11.666666666666666,4.114285714285714
169,153,80,0,0,687,13.0,4.177514792899408
271,248,153,0,0,1181,24.636363636363637,4.442804428044281
49,43,31,0,0,218,16.333333333333332,4.571428571428571
219,202,122,0,0,972,31.285714285714285,4.538812785388128
100,96,64,0,0,456,33.333333333333336,4.6
175,154,79,0,0,747,19.444444444444443,4.4
374,334,183,0,0,1715,28.76923076923077,4.697860962566845
126,112,75,0,0,555,18.0,4.523809523809524
172,152,109,0,0,837,15.636363636363637,5.0
59,53,30,0,0,247,10.0,4.338983050847458
309,269,124,0,0,1427,15.45,4.750809061488673
110,96,78,0,0,433,11.0,4.081818181818182
191,169,92,0,0,843,19.1,4.544502617801047
51,44,36,0,0,199,12.75,4.078431372549019
111,98,64,0,0,415,13.875,3.873873873873874
88,76,54,0,0,346,11.0,4.079545454545454
26,24,17,0,0,142,26.0,5.615384615384615
255,231,140,0,0,1107,19.615384615384617,4.443137254901961
323,288,169,0,0,1343,16.15,4.275541795665634
184,154,67,0,0,616,13.142857142857142,3.527173913043478
51,47,36,0,0,204,51.0,4.098039215686274
136,123,83,0,0,631,19.428571428571427,4.735294117647059
252,220,107,0,0,1181,18.0,4.817460317460317
151,140,91,0,0,681,30.2,4.589403973509934
53,50,40,0,0,217,53.0,4.188679245283019
161,145,101,0,0,821,20.125,5.217391304347826
82,72,53,0,0,353,20.5,4.439024390243903
70,65,48,0,0,286,35.0,4.185714285714286
92,87,65,0,0,461,18.4,5.086956521739131
81,72,52,0,0,326,11.571428571428571,4.135802469135802
69,64,52,0,0,279,23.0,4.144927536231884
51,44,39,0,0,209,10.2,4.254901960784314
87,82,64,0,0,388,43.5,4.528735632183908
40,34,30,0,0,190,10.0,4.9
382,327,157,0,0,1588,14.148148148148149,4.30890052356021
82,70,43,0,0,271,10.25,3.451219512195122
738,646,314,0,0,2896,19.42105263157895,4.056910569105691
273,235,117,0,0,1047,13.0,3.9816849816849818
40,33,24,0,0,134,10.0,3.525
64,55,37,0,0,255,21.333333333333332,4.125
288,250,159,0,0,1229,32.0,4.413194444444445
46,43,33,0,0,192,23.0,4.239130434782608
82,64,41,0,0,341,27.333333333333332,4.378048780487805
73,69,53,0,0,332,24.333333333333332,4.602739726027397
47,37,23,0,0,192,15.666666666666666,4.361702127659575
68,62,38,0,0,245,17.0,3.6911764705882355
82,74,53,0,0,346,41.0,4.329268292682927
70,64,41,0,0,245,70.0,3.585714285714286
106,87,65,0,0,415,8.153846153846153,4.09433962264151
298,240,120,0,0,1059,29.8,3.88255033557047
117,101,74,0,0,485,19.5,4.2905982905982905
61,50,26,0,0,230,20.333333333333332,3.9508196721311477
321,289,149,0,0,1368,20.0625,4.361370716510903
95,82,57,0,0,365,23.75,3.9894736842105263
105,81,60,0,0,356,13.125,3.619047619047619
76,67,48,0,0,295,38.0,4.0
74,59,49,0,0,277,7.4,3.945945945945946
449,372,157,0,0,1425,16.035714285714285,3.3452115812917596
110,95,79,0,0,491,18.333333333333332,4.618181818181818
160,142,77,0,0,601,32.0,3.8875
61,57,42,0,0,241,30.5,4.016393442622951
67,56,46,0,0,239,33.5,3.746268656716418
54,50,44,0,0,269,18.0,5.055555555555555
167,141,81,0,0,686,27.833333333333332,4.281437125748503
270,237,138,0,0,1077,22.5,4.114814814814815
97,87,60,0,0,404,32.333333333333336,4.278350515463917
201,176,106,0,0,832,14.357142857142858,4.278606965174129
150,130,94,0,0,600,37.5,4.14
78,73,48,0,0,310,39.0,4.141025641025641
269,229,111,0,0,1018,12.227272727272727,3.9442379182156135
288,250,159,0,0,1229,32.0,4.413194444444445
146,126,69,0,0,599,18.25,4.2465753424657535
66,60,49,0,0,283,22.0,4.4393939393939394
135,106,77,0,0,540,33.75,4.311111111111111
405,328,157,0,0,1363,67.5,3.6271604938271604
143,129,73,0,0,529,20.428571428571427,3.825174825174825
288,257,140,0,0,1147,41.142857142857146,4.107638888888889
199,170,99,0,0,733,39.8,3.849246231155779
48,41,32,0,0,182,24.0,3.9583333333333335
90,81,57,0,0,409,22.5,4.655555555555556
175,158,91,0,0,657,43.75,3.857142857142857
102,91,56,0,0,388,20.4,3.9705882352941178
122,117,86,0,0,599,30.5,4.959016393442623
105,91,53,0,0,412,17.5,4.057142857142857
115,105,67,0,0,545,19.166666666666668,4.834782608695652
54,49,43,0,0,254,27.0,4.796296296296297
71,58,32,0,0,293,17.75,4.309859154929577
148,130,84,0,0,590,24.666666666666668,4.114864864864865
133,118,77,0,0,605,26.6,4.684210526315789
60,53,42,0,0,219,12.0,3.7666666666666666
87,78,49,0,0,329,21.75,3.8850574712643677
58,52,30,0,0,255,14.5,4.568965517241379
267,245,130,0,0,1175,89.0,4.49063670411985
42,35,29,0,0,168,21.0,4.190476190476191
93,78,55,0,0,390,18.6,4.354838709677419
41,36,26,0,0,194,41.0,4.878048780487805
105,80,50,0,0,333,9.545454545454545,3.4380952380952383
55,45,38,0,0,205,11.0,3.909090909090909
95,81,52,0,0,383,15.833333333333334,4.189473684210526
95,83,60,0,0,389,15.833333333333334,4.231578947368421
767,678,360,0,0,3314,40.36842105263158,4.451108213820079
76,68,39,0,0,338,38.0,4.578947368421052
91,76,50,1,0,446,45.5,5.164835164835165
42,34,31,0,0,202,14.0,5.0
40,36,22,0,0,167,40.0,4.325
97,85,56,0,0,427,16.166666666666668,4.525773195876289
162,147,91,0,0,721,14.727272727272727,4.555555555555555
108,92,54,0,0,418,21.6,4.046296296296297
62,53,37,0,0,249,12.4,4.161290322580645
94,79,71,0,0,406,13.428571428571429,4.4787234042553195
64,57,40,0,0,297,12.8,4.78125
77,68,50,0,0,338,38.5,4.51948051948052
54,48,42,0,0,196,10.8,3.740740740740741
249,219,135,0,0,1044,35.57142857142857,4.313253012048193
56,52,36,0,0,264,18.666666666666668,4.839285714285714
79,65,39,0,0,293,11.285714285714286,3.911392405063291
200,174,75,0,0,741,33.333333333333336,3.85
329,288,180,0,0,1460,25.307692307692307,4.5683890577507595
269,236,139,0,0,1143,15.823529411764707,4.386617100371748
440,400,213,0,0,1975,31.428571428571427,4.595454545454546
92,77,59,0,0,407,8.363636363636363,4.586956521739131
453,387,214,0,0,1969,19.695652173913043,4.501103752759382
44,38,31,0,0,193,22.0,4.545454545454546
53,47,34,0,0,210,17.666666666666668,4.0754716981132075
126,111,71,0,0,551,25.2,4.492063492063492
76,66,50,0,0,321,10.857142857142858,4.355263157894737
280,244,143,0,0,1177,20.0,4.332142857142857
164,146,84,0,0,617,10.933333333333334,3.8719512195121952
421,351,168,0,0,1546,12.757575757575758,3.840855106888361
91,80,45,0,0,361,30.333333333333332,4.0989010989010985
127,118,83,0,0,555,63.5,4.440944881889764
53,46,34,0,0,222,17.666666666666668,4.339622641509434
73,59,27,0,0,279,12.166666666666666,4.041095890410959
125,110,60,0,0,450,20.833333333333332,3.744
96,84,57,0,0,389,24.0,4.177083333333333
47,41,32,0,0,169,23.5,3.723404255319149
112,96,60,0,0,427,16.0,3.9732142857142856
43,39,29,0,0,171,14.333333333333334,4.069767441860465
125,112,74,0,0,522,13.88888888888889,4.296
239,187,109,0,0,934,13.277777777777779,4.133891213389122
436,376,234,0,0,1769,19.818181818181817,4.204128440366972
55,49,34,0,0,219,13.75,4.090909090909091
155,141,85,0,0,646,25.833333333333332,4.258064516129032
44,36,30,0,0,168,22.0,4.045454545454546
99,83,56,0,0,433,11.0,4.5353535353535355
131,110,79,0,0,554,16.375,4.3893129770992365
58,53,38,0,0,277,19.333333333333332,4.862068965517241
117,98,57,0,0,422,19.5,3.7777777777777777
49,40,25,0,0,189,24.5,4.142857142857143
199,184,106,0,0,840,33.166666666666664,4.311557788944723
52,44,36,0,0,219,13.0,4.365384615384615
70,61,39,0,0,294,23.333333333333332,4.328571428571428
99,89,51,0,0,400,24.75,4.181818181818182
334,288,162,0,0,1269,23.857142857142858,3.937125748502994
381,323,183,0,0,1538,18.142857142857142,4.196850393700787
102,92,72,0,0,461,34.0,4.617647058823529
194,172,114,0,0,786,19.4,4.175257731958763
94,79,44,0,0,322,31.333333333333332,3.5851063829787235
91,80,61,0,0,426,15.166666666666666,4.813186813186813
47,42,35,0,0,173,11.75,3.7872340425531914
129,116,63,0,0,529,18.428571428571427,4.209302325581396
69,60,35,0,0,291,13.8,4.3478260869565215
73,65,48,0,0,316,18.25,4.438356164383562
157,137,83,0,0,673,22.428571428571427,4.452229299363057
146,122,80,0,0,508,16.22222222222222,3.6506849315068495
116,107,40,0,0,483,19.333333333333332,4.293103448275862
79,70,49,0,0,362,15.8,4.708860759493671
111,100,74,0,0,549,15.857142857142858,5.045045045045045
188,174,97,0,0,874,47.0,4.76063829787234
48,40,32,0,0,199,24.0,4.395833333333333
143,130,86,0,0,588,24.0,4.20979020979021
133,121,83,0,0,557,22.166666666666668,4.345864661654136
38,33,30,0,0,154,19.0,4.184210526315789
81,71,50,0,0,286,13.5,3.654320987654321
97,83,59,0,0,434,24.25,4.618556701030927
126,115,68,0,0,574,31.5,4.674603174603175
332,303,162,0,0,1368,15.80952380952381,4.213855421686747
236,211,115,0,0,985,26.22222222222222,4.283898305084746
434,383,204,0,0,1891,36.166666666666664,4.486175115207374
129,112,52,0,0,560,25.8,4.511627906976744
23,21,19,0,0,103,11.5,4.565217391304348
1010,894,419,0,0,4622,22.444444444444443,4.731683168316832
221,195,114,0,0,891,20.09090909090909,4.167420814479638
120,103,67,0,0,434,9.23076923076923,3.7583333333333333
36,32,16,0,0,164,18.0,4.694444444444445
114,101,57,0,0,495,38.0,4.473684210526316
64,50,40,0,0,308,32.0,5.046875
188,165,115,0,0,850,17.09090909090909,4.670212765957447
90,76,57,0,0,347,15.0,4.011111111111111
213,193,122,0,0,956,30.428571428571427,4.60093896713615
116,104,63,0,0,463,29.0,4.112068965517241
166,150,96,0,0,771,41.5,4.771084337349397
92,84,55,0,0,370,23.0,4.108695652173913
108,93,62,0,0,408,10.8,3.9722222222222223
47,42,32,0,0,190,15.666666666666666,4.170212765957447
112,101,40,0,0,494,16.0,4.544642857142857
74,66,50,0,0,341,74.0,4.72972972972973
86,76,48,0,0,409,21.5,4.872093023255814
94,82,57,0,0,371,18.8,4.085106382978723
48,44,38,0,0,224,16.0,4.791666666666667
138,124,73,0,0,545,34.5,4.065217391304348
46,38,22,0,0,192,7.666666666666667,4.3478260869565215
86,70,41,0,0,320,21.5,3.9069767441860463
47,40,34,0,0,199,23.5,4.382978723404255
152,136,87,0,0,637,38.0,4.302631578947368
85,75,63,0,0,369,10.625,4.458823529411765
68,61,51,0,0,307,9.714285714285714,4.632352941176471
86,80,51,0,0,429,28.666666666666668,5.093023255813954
177,160,93,0,0,741,35.4,4.299435028248587
130,102,81,0,0,481,18.571428571428573,3.9307692307692306
100,87,66,0,0,402,20.0,4.18
157,143,98,0,0,631,39.25,4.1210191082802545
88,77,53,0,0,356,22.0,4.215909090909091
91,83,54,0,0,361,30.333333333333332,4.1098901098901095
69,59,43,0,0,280,11.5,4.202898550724638
83,70,48,0,0,328,16.6,4.120481927710843
60,51,36,0,0,280,12.0,4.816666666666666
78,66,45,0,0,294,15.6,3.9358974358974357
39,34,30,0,0,151,39.0,4.0
223,199,135,0,0,939,24.77777777777778,4.345291479820628
125,111,63,0,0,441,31.25,3.656
90,77,43,0,0,396,18.0,4.566666666666666
192,164,100,0,0,766,16.0,4.15625
116,94,56,0,0,409,9.666666666666666,3.7155172413793105
149,137,83,0,0,646,29.8,4.436241610738255
375,287,165,0,0,1230,62.5,3.5493333333333332
385,342,175,0,0,1684,38.5,4.498701298701299
355,330,155,0,0,1619,88.75,4.636619718309859
79,71,51,0,0,385,15.8,5.012658227848101
468,398,190,0,0,1719,33.42857142857143,3.824786324786325
111,92,44,0,0,471,15.857142857142858,4.414414414414415
95,85,60,0,0,388,31.666666666666668,4.2
107,93,53,0,0,445,36.0,4.336448598130841
55,45,31,0,0,192,11.0,3.672727272727273
121,110,62,0,0,437,15.125,3.7024793388429753
59,55,40,0,0,269,29.5,4.711864406779661
142,125,86,0,0,544,28.4,3.9507042253521125
164,136,86,0,0,643,14.909090909090908,4.103658536585366
356,293,165,0,0,1282,59.333333333333336,3.8342696629213484
48,45,35,0,0,213,48.0,4.5
106,94,60,0,0,537,21.2,5.188679245283019
130,111,73,0,0,531,14.444444444444445,4.230769230769231
89,78,45,0,0,381,22.25,4.426966292134831
144,122,85,0,0,600,14.4,4.333333333333333
95,84,54,0,0,437,19.2,4.726315789473684
279,233,140,0,0,1064,13.95,3.996415770609319
85,77,48,0,0,361,28.333333333333332,4.352941176470588
124,111,78,0,0,508,20.666666666666668,4.201612903225806
108,91,63,0,0,414,15.428571428571429,3.990740740740741
38,33,24,0,0,152,38.0,4.131578947368421
105,86,51,0,0,379,21.0,3.7904761904761903
59,50,30,0,0,264,11.8,4.627118644067797
64,59,28,0,0,238,21.333333333333332,3.796875
813,657,258,0,0,3010,13.112903225806452,3.911439114391144
48,39,36,0,0,203,12.0,4.416666666666667
72,64,46,0,0,293,24.0,4.180555555555555
345,302,158,0,0,1475,16.428571428571427,4.41159420289855
176,156,86,0,0,796,29.333333333333332,4.6477272727272725
374,284,163,0,0,1235,74.8,3.5962566844919786
77,64,48,0,0,284,15.4,3.857142857142857
77,65,50,0,0,313,25.666666666666668,4.220779220779221
92,83,59,0,0,372,15.333333333333334,4.173913043478261
154,139,83,0,0,629,14.0,4.201298701298701
266,222,135,0,0,1035,14.777777777777779,4.075187969924812
122,100,57,0,0,413,15.25,3.581967213114754
146,124,70,0,0,577,20.857142857142858,4.102739726027397
104,91,56,0,0,413,52.0,4.115384615384615
85,75,59,0,0,412,21.25,4.976470588235294
78,70,45,0,0,300,11.142857142857142,3.948717948717949
269,238,148,0,0,1185,24.545454545454547,4.5353159851301115
61,55,39,0,0,230,15.25,3.918032786885246
144,127,74,0,0,614,18.0,4.395833333333333
55,42,21,0,0,262,18.333333333333332,5.1454545454545455
52,47,22,0,0,182,52.0,3.6923076923076925
226,213,116,0,0,1011,37.666666666666664,4.530973451327434
158,126,64,0,0,635,13.166666666666666,4.265822784810126
81,76,59,0,0,376,27.0,4.728395061728395
79,70,49,0,0,306,13.166666666666666,3.9873417721518987
47,44,33,0,0,191,23.5,4.127659574468085
254,212,101,0,0,878,18.142857142857142,3.6692913385826773
121,95,75,0,0,395,15.125,3.479338842975207
59,48,39,0,0,199,19.666666666666668,3.5762711864406778
106,97,65,0,0,439,53.0,4.245283018867925
99,90,65,0,0,418,33.0,4.3232323232323235
130,120,77,0,0,591,32.5,4.638461538461539
39,34,24,0,0,157,13.0,4.153846153846154
440,394,178,0,0,1647,40.0,3.85
73,64,38,0,0,286,14.6,4.041095890410959
251,231,84,0,0,1073,31.375,4.378486055776892
208,184,112,0,0,934,23.11111111111111,4.615384615384615
41,36,31,0,0,165,13.666666666666666,4.146341463414634
79,58,44,0,0,286,11.285714285714286,3.911392405063291
97,82,63,0,0,413,48.5,4.422680412371134
178,135,71,0,0,735,35.6,4.387640449438202
29,27,20,0,0,130,14.5,4.586206896551724
84,77,59,0,0,377,21.0,4.571428571428571
115,101,65,0,0,429,28.75,3.8521739130434782
156,133,86,0,0,602,19.5,4.019230769230769
44,40,35,0,0,199,14.666666666666666,4.613636363636363
74,59,40,0,0,282,14.8,4.175675675675675
68,62,46,0,0,276,34.0,4.147058823529412
51,45,40,0,0,260,17.0,5.215686274509804
66,52,40,0,0,224,8.25,3.606060606060606
123,105,68,0,0,555,17.571428571428573,4.658536585365853
145,128,84,0,0,614,36.25,4.393103448275862
107,92,73,0,0,447,21.4,4.317757009345795
61,48,41,0,0,260,8.714285714285714,4.573770491803279
122,107,70,0,0,537,17.428571428571427,4.549180327868853
240,215,123,0,0,952,40.0,4.070833333333334
235,195,85,0,0,735,12.368421052631579,3.302127659574468
27,25,22,0,0,127,27.0,4.814814814814815
334,282,125,0,0,1118,17.57894736842105,3.538922155688623
62,53,39,0,0,250,15.5,4.193548387096774
47,41,34,0,0,181,11.75,3.978723404255319
162,137,85,0,0,620,32.4,3.9814814814814814
101,92,56,0,0,493,33.666666666666664,4.99009900990099
44,38,34,0,0,185,44.0,4.363636363636363
190,163,116,0,0,765,19.0,4.178947368421053
52,45,32,0,0,261,13.0,5.173076923076923
138,122,76,0,0,585,34.5,4.369565217391305
197,164,109,0,0,822,32.833333333333336,4.350253807106599
215,187,122,0,0,897,14.333333333333334,4.311627906976744
193,166,107,0,0,795,19.3,4.2642487046632125
107,93,45,0,0,418,35.666666666666664,4.037383177570093
109,95,61,0,0,451,18.166666666666668,4.293577981651376
299,245,147,0,0,1278,27.181818181818183,4.488294314381271
148,132,100,0,0,717,24.666666666666668,4.952702702702703
39,36,26,0,0,166,13.0,4.384615384615385
72,65,49,0,0,319,24.0,4.527777777777778
110,99,73,0,0,459,55.0,4.2727272727272725
96,84,60,0,0,386,24.0,4.15625
53,48,38,0,0,237,17.666666666666668,4.566037735849057
150,136,82,0,0,639,30.0,4.3533333333333335
74,64,49,0,0,283,37.0,4.0
172,154,85,0,0,757,24.571428571428573,4.517441860465116
102,82,62,0,0,375,14.571428571428571,3.8823529411764706
186,167,106,0,0,834,20.666666666666668,4.602150537634409
56,51,40,0,0,238,56.0,4.410714285714286
95,86,57,0,0,347,19.0,3.7473684210526317
177,160,106,0,0,802,29.5,4.6440677966101696
132,120,74,0,0,572,18.857142857142858,4.424242424242424
227,203,125,0,0,977,37.833333333333336,4.418502202643172
209,189,122,0,0,870,34.833333333333336,4.277511961722488
79,60,42,0,0,254,19.75,3.4683544303797467
116,105,68,0,0,505,29.0,4.4655172413793105
103,80,51,0,0,386,17.166666666666668,4.009708737864078
326,266,164,0,0,1214,21.733333333333334,3.9447852760736195
243,196,91,0,0,748,16.2,3.271604938271605
111,101,52,0,0,421,18.5,3.891891891891892
58,55,42,0,0,212,29.0,3.706896551724138
172,139,89,0,0,595,12.285714285714286,3.6511627906976742
143,123,65,0,0,543,11.916666666666666,3.937062937062937
116,110,76,0,0,495,29.0,4.344827586206897
75,60,38,0,0,262,15.0,3.72
50,44,39,0,0,199,12.5,4.12
225,194,121,0,0,888,25.0,4.093333333333334
238,213,127,0,0,950,59.5,4.105042016806722
94,84,57,0,0,442,15.666666666666666,4.808510638297872
155,135,85,0,0,639,31.0,4.264516129032258
112,88,65,0,0,485,18.666666666666668,4.598214285714286
